store_id,carrier_id,commodity,volume,outage_time,delivery_time,reported_via,notes,closing_notes,cause,user_id
,,UNL,734,05:28.0,05:00.0,Supply Team,734 UNL,NULL,3: Unpredictable Sales,
,,DSL,359,35:00.0,20:00.0,ATG Review,Bad window in TMW,Bad window in TMW,10: Technology,
,,UNL,638,40:00.0,30:00.0,ATG Review,Carrier self dispatches - sales not up,Carrier self dispatches - sales not up,2: Carrier Issues,
,,UNL,799,29:00.0,18:00.0,ATG Review,Missed window - order set up as ASAP,NULL,2: Carrier Issues,
,,UNL,800,50:00.0,30:00.0,ATG Review,NULL,Bad window in TMW,10: Technology,
,,PNL,368,56:54.0,02:00.0,site,400/premium    2 hours - carrier couldn't get readings,ATG Down... site could not provide readings,10: Technology,
,,UNL,346,08:19.0,50:00.0,site,346/87,"no reason given, carrier error",2: Carrier Issues,
,,UNL,500,21:01.0,00:00.0,site,12 inches  eta pending,JP,1: Bad Sticks,
,,DSL,276,16:00.0,11:00.0,ATG REVIEW,276 DSL,NULL,2: Carrier Issues,
,,UNL,360,01:00.0,47:00.0,ATG REVIEW,NULL,NULL,6: Supply Disruption,
,,UNL,475,55:03.0,39:00.0,site,479 diesel eta midnight,JP,2: Carrier Issues,
,,UNL,556,09:00.0,05:00.0,site,696/87   10pm will try to move up.  running behind,carrier running behind,2: Carrier Issues,
,,PNL,417,20:44.0,50:44.0,CSR,"csr clld in out of pnl/417 gallons, unknown reason for pnl outage, eta per Elena appro 1 hr",unknown reason for outage according to PM dispatcher,2: Carrier Issues,
,,UNL,391,01:33.0,30:00.0,phone,391/unl.. called advantage eta 1.5 hrs.. no allocation at terminal.. rc,No product available,20: Allocation,
,,UNL,503,13:00.0,24:00.0,ATG REVIEW,NULL,NULL,6: Supply Disruption,
,,DSL,423,04:00.0,08:00.0,ATG REVIEW,NULL,NULL,6: Supply Disruption,
,,UNL,271,12:00.0,09:00.0,ATG REVIEW,NULL,NULL,6: Supply Disruption,
,,UNL,404,22:00.0,45:00.0,ATG REVIEW,NULL,NULL,6: Supply Disruption,
,,UNL,300,25:55.0,35:55.0,CSR called,300 / 230 - per Adv - terminal allocation issues Kramer Marathon had to lift from Cinci,driver arrived while on the phone with carrier out about 10 minutes.  Tank volumes 300 / 230 - per Adv - terminal allocation issues Kramer Marathon had to lift from Cinci,6: Supply Disruption,
,,UNL,299,55:57.0,27:00.0,phone,"per carrier, sales are up","per carrier, sales are up",3: Unpredictable Sales,
,,UNL,450,04:00.0,10:00.0,phone,"unl is at 7.21""  split load. no reason was given",no reason provided,2: Carrier Issues,
,,UNL,325,28:04.0,59:00.0,phone,unl is at 325.had scheduled correctly. everyone in town went up in price this store did not.  it messed up the window due to the 22 cent price. sales increase,HOC had scheduled correctly. everyone in town went up in price this store did not.  it messed up the window due to the 22 cent price. sales increase.,3: Unpredictable Sales,
,,UNL,849,13:00.0,15:00.0,CSR,out of unleaded due to sales up 700,site sales were up about 700 gallons,3: Unpredictable Sales,
,,UNL,1045,00:00.0,27:00.0,CSR,Site sent in bad sticks per mgr his sticks were 2500 gallons short this morning no delivery had to have been 2500 over yesterday,Site sent in bad sticks per mgr his sticks were 2500 gallons short this morning no delivery had to have been 2500 over yesterday,1: Bad Sticks,
,,UNL,336,04:00.0,27:00.0,phone,site unl 400 no reason provided,NULL,6: Supply Disruption,
,,UNL,491,15:00.0,14:00.0,ATG REVIEW,NULL,NULL,6: Supply Disruption,
,,PNL,199,07:00.0,31:00.0,ATG REVIEW,NULL,NULL,2: Carrier Issues,
,,UNL,417,26:00.0,59:00.0,ATG REVIEW,NULL,NULL,6: Supply Disruption,
,,UNL,424,02:00.0,11:00.0,ATG REVIEW,NULL,NULL,6: Supply Disruption,
,,UNL,545,00:00.0,32:00.0,ATG REVIEW,NULL,NULL,6: Supply Disruption,
,,UNL,585,30:00.0,08:00.0,phone,585 on the unl no reason was provided,NULL,2: Carrier Issues,
,,UNL,846,05:00.0,46:00.0,email,"recieved a call last night from my associate at approx. 9:00PM that our Regular fuel was pumping very slowly. The Veeder Root was locked in my office, so the associate could not get a reading. The associate bagged off the pumps to be safe",recieved a call last night from my associate at approx. 9:00PM that our Regular fuel was pumping very slowly. The associate bagged off the pumps to be safe,8: Maintenance,
,,UNL,747,25:14.0,00:00.0,phone,747/unl...eta 1.5 .. carrier is investigating on why this site has not received a load ..rc,Pushed from AM shift to PM shift because of terminal lines at Colton,18: Terminal Issue,
,,UNL,1,40:54.0,40:54.0,JoeBair,#Hurricane,#hurricane.,21: Extraordinary Event,
,,UNL,1,43:22.0,43:22.0,Joe Bair,Hurricane,JP,21: Extraordinary Event,
,,UNL,1,45:32.0,45:32.0,Joe Bair,#allocation due to Hurricane.,JP,21: Extraordinary Event,
,,UNL,438,44:43.0,45:00.0,site called,Driver is on his way and should be there in under 30 mins.,no additional notes from carrier,2: Carrier Issues,
,,UNL,1,47:58.0,47:58.0,Joe Bair,Hurricane,Hurricane,21: Extraordinary Event,
,,UNL,1,50:07.0,50:07.0,Joe Bair,#,JP,21: Extraordinary Event,
,,UNL,518,53:45.0,28:00.0,Joe Bair,Terminal out of BP,JP,20: Allocation,
,,UNL,530,00:26.0,42:00.0,site called,"Carrier stated there have been long lines and the driver is still waiting to load. Driver is stuck in line and should be on site in about 1hr 30mins. Site has ATG and a 15,000g tank",NULL,2: Carrier Issues,
,,UNL,1578,11:41.0,30:00.0,site called in,Site stated they have bagged up pumps and put signs out. Weather delays due to snow; Driver should be there in about 3hrs.,Weather delays due to snow; Driver should be there in about 3hrs.  6 hours in line due to weather/ highway shutdown  Time valid per wieve transport,12: Act of Nature,
,,UNL,472,10:00.0,36:00.0,ATG REVIEW,NULL,NULL,2: Carrier Issues,
,,UNL,553,29:00.0,30:00.0,ATG REVIEW,NULL,NULL,6: Supply Disruption,
,,DSL,343,08:00.0,10:00.0,ATG REVIEW,NULL,NULL,6: Supply Disruption,
,,UNL,621,12:00.0,44:00.0,ATG REVIEW,NULL,NULL,6: Supply Disruption,
,,UNL,583,10:00.0,04:00.0,ATG REVIEW,NULL,NULL,6: Supply Disruption,
,,UNL,384,07:00.0,04:00.0,ATG REVIEW,NULL,NULL,6: Supply Disruption,
,,UNL,183,18:00.0,53:00.0,ATG REVIEW,NULL,NULL,2: Carrier Issues,
,,DSL,231,08:00.0,46:00.0,ATG REVIEW,NULL,NULL,2: Carrier Issues,
,,UNL,428,14:00.0,31:00.0,site called in,"Driver loading right now, should be on site in under an hour.",NULL,6: Supply Disruption,
,,UNL,785,58:44.0,39:00.0,Phone,"Carrier running behind, will be onsite in next 15 minutes","Carrier running behind, will be onsite in next 15 minutes",2: Carrier Issues,
,,UNL,340,10:15.0,20:00.0,site called,"Driver finished loading now, eta 30mins....site has two 10,000g regular tanks as well as ATG",NULL,2: Carrier Issues,
,,UNL,346,40:34.0,51:00.0,site called,"Driver is on his way to the site now, 20mins.",NULL,21: Extraordinary Event,
,,UNL,1034,25:38.0,29:00.0,phone,unl 1034 no reason as to why,Kramer down to 2 lanes for maintenance. No atg to confirm outage volume or delivery. Delivery time taken from TMW.  Time valid,18: Terminal Issue,
,,UNL,410,01:00.0,33:00.0,phone,409 on the unl. no reason provided to as why,NULL,2: Carrier Issues,
,,UNL,478,40:31.0,33:00.0,site called in,"Driver stuck in traffic, eta is 7-7:30pm",Carrier Behind.,2: Carrier Issues,
,,UNL,451,34:53.0,41:00.0,phone,5850on the unl no reason as to why,Carrier error,2: Carrier Issues,
,,UNL,291,47:52.0,51:00.0,phone,"unl is 291 no reason as to why...SITE HAS ATG AND A 20,000G TANK",NULL,2: Carrier Issues,
,,UNL,541,17:00.0,30:00.0,ATG REVIEW,NULL,NULL,6: Supply Disruption,
,,UNL,411,26:00.0,02:00.0,ATG REVIEW,NULL,NULL,2: Carrier Issues,
,,UNL,298,13:00.0,17:00.0,ATG REVIEW,NULL,NULL,16: Major Supply Disruption,
,,UNL,402,26:00.0,27:00.0,ATG REVIEW,NULL,NULL,16: Major Supply Disruption,
,,UNL,313,25:00.0,50:00.0,ATG REVIEW,NULL,NULL,6: Supply Disruption,
,,UNL,420,13:00.0,58:00.0,ATG REVIEW,NULL,NULL,2: Carrier Issues,
,,UNL,606,05:07.0,32:00.0,site,heavy traffic  - in route any time,jp,2: Carrier Issues,
,,UNL,427,40:59.0,08:00.0,site,no answer sent email 427/87  eta 9:30pm,"Carrier still running behind from terminal issues, Kramer down to 2 lanes for maintenance",18: Terminal Issue,
,,UNL,471,11:19.0,19:00.0,site,was on hold for a long time sent email,Tank 1 @ 531 and Tank 2 @ 471.  Long lines at Colton and intermittent shutdowns.,18: Terminal Issue,
,,UNL,420,04:42.0,30:00.0,site,420/87 wasn't scheduled??? will get someone on it asap,Didn't have a load planned.,2: Carrier Issues,
,,UNL,522,09:00.0,29:00.0,site,522/87 no answer sent email,NULL,2: Carrier Issues,
,,PNL,548,45:18.0,47:18.0,phone,548/prem.. eta given per solar 11pm.. load was planned on day shift.. unknown on why it was ran out. would try to load asap.. rc,Solar had to push load from AM shift to PM shift due to long lines at Colton terminal.,18: Terminal Issue,
,,UNL,500,09:00.0,35:00.0,site,500/87  no answer sent email,NULL,2: Carrier Issues,
,,UNL,396,46:48.0,30:00.0,site,"396/87 no answer sent email  - no dispatcher at night....THIS IS A TRUCK STOP, CARRIER KNOWS CAN NOTY RUN OUT...HAS ATG AND 15,000G REGULAR TANK",NULL,2: Carrier Issues,
,,DSL,546,42:18.0,58:00.0,phone,"dsl/546.... solar/Stefan  said loads have been canceled unknown reason, will set up a load asap.. rc",ATG went down and forecaster created loads with no DSL,10: Technology,
,,PNL,694,12:48.0,58:00.0,site called,Driver is waiting to finish loading.,No issues JP,2: Carrier Issues,
,,UNL,443,30:10.0,44:00.0,site called in,Delayed due to accident on the road; driver should be there by 11am.,JP,2: Carrier Issues,
,,UNL,199,00:10.0,10:00.0,site called,"Site stated they stopped pumping at 5inches; Carrier gave ETA of asap, no exact time. SITE DOES NOT HAVE atg AND SO THEREFORE READINGS ARE NOT AVAILABLE EARLIER",NULL,10: Technology,
,,UNL,712,00:40.0,45:00.0,site called,"stopped pumping at 9inches; driver should be there in a couple of hours, 2hrs.    SITE HAS ATG AND A 20,000G TANK",NULL,2: Carrier Issues,
,,UNL,907,30:28.0,42:00.0,site called,ETA is 2pm; carrier is going to try to move load up sooner.,Carrier error pending carrier response.,2: Carrier Issues,
,,UNL,600,00:17.0,34:00.0,site called,"Driver loading, depending on traffic they should be on site in about an hour.",Carrier error pending carrier response. Time taken from TMW.  Time valid,2: Carrier Issues,
,,UNL,831,45:37.0,37:00.0,site called,Driver has a 3 hour turn around and should be on site around 4:30.,Kramer down to 2 lanes for maintenance.  Time valid,18: Terminal Issue,
,,UNL,498,00:53.0,30:00.0,site,"498/87  eta 30 minutes carrier running behind.....SITE HAS ATG AND 12,000G TANK",NULL,2: Carrier Issues,
,,UNL,998,30:00.0,33:00.0,site,eta 2 1/2 hours,Appears unit shut down sales when the low level alarms went off at 15.5 outages.    Unit still would have run out however.,15: Unnecessary Shut Down,
,,UNL,116,11:00.0,40:00.0,site called,Carrier stated the driver went to the 2nd stop instead of the 1st which was this site. Driver should be there in 30 mins.,Carrier stated the driver went to the 2nd stop instead of the 1st which was this site.,2: Carrier Issues,
,,UNL,500,30:00.0,30:00.0,site,eta  1 hour,ATG is off-line so there is no way to verify when load was delivered.    Documented delivery time based on carriers 1 hour ETA.,10: Technology,
,,UNL,380,04:00.0,11:00.0,site,380/87  eta 1 hour,Carrier running behind,2: Carrier Issues,
,,UNL,567,20:50.0,33:00.0,site,567 / 87  eta given was 10 pm or sooner if they can,"Kramer down to 2 lanes for maintenance, long lines  Time valid",18: Terminal Issue,
,,UNL,874,00:00.0,00:00.0,site,1047/377 carrier running behind eta pending,874/377 is what the site actually ran out at sometime past 7pm.,2: Carrier Issues,
,,UNL,559,00:00.0,13:00.0,site,575/87  7pm,NULL,2: Carrier Issues,
,,PNL,479,33:30.0,00:00.0,site,479/pnl eta  in route very soon,4 - 5 hour lines at Colton terminal.  Intermittent unplanned shut downs.,18: Terminal Issue,
,,UNL,382,00:00.0,45:46.0,site,"382/656  carrier running behind   eta pending   SITE HAS ATG AND TWO 12,000G REGULAR TANKS",NULL,2: Carrier Issues,
,,UNL,526,00:00.0,45:00.0,site,"526/87 carrier running behind - in route    SITE HAS ATG AND 20,000G REGULAR TANK",NULL,2: Carrier Issues,
,,DSL,384,00:00.0,45:00.0,site,384/dsl  running behind eta pending....SITE HAS ATG,NULL,2: Carrier Issues,
,,UNL,505,10:00.0,46:00.0,phone,518 on the unl. no reason provide as to why,NULL,2: Carrier Issues,
,,UNL,699,33:51.0,19:00.0,phone,site 699 on the unl klemm did not say why,"carrier error, no other reason given  Time valid",2: Carrier Issues,
,,UNL,638,28:45.0,03:00.0,site,500/87  eta about 2 hours,no additional notes from carrier,2: Carrier Issues,
,,UNL,642,49:25.0,46:00.0,phone,699 on the unl no reason,"Carrier error, no reason given  Time valid",2: Carrier Issues,
,,UNL,300,33:32.0,05:00.0,phone,unl is 300,"Kramer down to 2 lanes for maintenance, long lines",18: Terminal Issue,
,,UNL,377,12:22.0,00:00.0,phone,874 unl   377 unl  no reason as to why   SITE HAS ATG AND TWO REGULAR TANKS,NULL,2: Carrier Issues,
,,UNL,547,21:00.0,57:00.0,site called,Carrier stated eta is scheduled for 1pm; will try to get there in an hour if possible due to site not pumping.,NULL,2: Carrier Issues,
,,DSL,700,50:36.0,30:00.0,site called,"Delivery window was for 2pm-5pm, Carrier will try to move the load up sooner.",NULL,4: Dealer Order Error,
,,UNL,302,30:00.0,45:00.0,site called,"Carrier said site will get a delivery in 6hrs, will try to get there sooner if possible.",NULL,2: Carrier Issues,
,,UNL,318,54:00.0,04:00.0,phone,no communication site opened not active in tmw,"no communication that site had opened. Not active in tmw, no orders forecast.  Time valid",10: Technology,
,,UNL,3633,49:59.0,49:59.0,phone,747 on unl . houston is behind,ATG reflects unit opened with 4627 gallons of unleaded and ended the day with 2738 gallons.    Hourly readings do not reflect an outage taking place.    The outage volume listed is what was in the tank at 3:07 PM.,15: Unnecessary Shut Down,
,,UNL,688,31:57.0,20:00.0,phone,688 on the unl no reason provided,no additional notes from carrier,2: Carrier Issues,
,,UNL,495,41:20.0,49:00.0,market manager,547/87,"Carrier error, no reason given",2: Carrier Issues,
,,UNL,1122,16:00.0,42:00.0,site,"site says they have been at 9  inches since Saturday 11am- was told the driver ran out of hours??  eta 1 1/2 hours  - if that is the case, this site has been out for 32 hours.  that is crazy",NULL,2: Carrier Issues,
,,PNL,1097,09:49.0,58:00.0,site,1099 premium   driver will load next - eta 1 1/2 - 2 hours,No known allocation issues or rack issues.,2: Carrier Issues,
,,UNL,561,12:09.0,04:00.0,site,561/87  eta 1 1/2 hours  truck broke down,Truck broke down and delayed delivery by 5+ hours,2: Carrier Issues,
,,UNL,1017,30:12.0,00:00.0,site,1017/87   eta is between 1-6am Monday  - no reason given because the night folks don't dispatch,equipment issue.,2: Carrier Issues,
,,UNL,353,29:00.0,25:00.0,site,354/87  eta early morning hours,NULL,2: Carrier Issues,
,,UNL,498,27:28.0,43:00.0,phone,"499/UNL...  Called carrier spoke with Tyler and he informed that the load was not planned by day shift, he will plan a load and get it out to the site before the night is over.. rc",no additional notes.  Carrier missed the load when planning PM shift,2: Carrier Issues,
,,UNL,314,31:00.0,35:00.0,phone,314/UNL.. called eagle spoke with the night dispatcher Jessica she informed that the load was not dispatched during day shift but she would put this load on a split asap.. rc,Jessica she informed that the load was not dispatched during day shift,2: Carrier Issues,
,,UNL,795,42:00.0,42:00.0,phone,u - 796,Carrier error,2: Carrier Issues,
,,UNL,414,09:00.0,38:00.0,ATG REVIEW,NULL,NULL,6: Supply Disruption,
,,UNL,414,21:00.0,08:00.0,ATG REVIEW,NULL,NULL,6: Supply Disruption,
,,UNL,377,18:00.0,00:00.0,ATG REVIEW,NULL,NULL,2: Carrier Issues,
,,DSL,380,12:00.0,45:00.0,ATG REVIEW,NULL,NULL,2: Carrier Issues,
,,UNL,516,12:00.0,08:00.0,ATG REVIEW,NULL,NULL,6: Supply Disruption,
,,UNL,447,19:00.0,46:00.0,ATG REVIEW,NULL,NULL,2: Carrier Issues,
,,UNL,378,48:00.0,17:00.0,ATG REVIEW,NULL,NULL,6: Supply Disruption,
,,UNL,456,21:00.0,02:00.0,ATG REVIEW,NULL,NULL,2: Carrier Issues,
,,PNL,352,12:00.0,57:00.0,site called,Carrier said the driver will arrive in 1hr.,NULL,2: Carrier Issues,
,,UNL,938,11:46.0,27:00.0,site called in,Driver is loading and should be on site in 45mins.,No additional notes from carrier,2: Carrier Issues,
,,UNL,445,19:00.0,19:00.0,ATG REVIEW,NULL,NULL,2: Carrier Issues,
,,UNL,503,10:00.0,32:00.0,ATG REVIEW,NULL,NULL,2: Carrier Issues,
,,UNL,458,31:00.0,57:00.0,ATG REVIEW,NULL,NULL,2: Carrier Issues,
,,UNL,263,23:00.0,00:00.0,ATG REVIEW,NULL,NULL,2: Carrier Issues,
,,UNL,301,30:29.0,00:00.0,site called,"Site at 8inches for UNL, No answer by carrier. site had 3500g at 6 am and on a normal day sells 1500g. They were priced at 2.17 everyone else was 2.29, 2.39 ,2.43",NULL,3: Unpredictable Sales,
,,UNL,390,11:00.0,00:00.0,ATG REVIEW,NULL,NULL,6: Supply Disruption,
,,UNL,434,30:00.0,54:00.0,ATG REVIEW,NULL,NULL,2: Carrier Issues,
,,UNL,494,14:00.0,32:00.0,ATG REVIEW,NULL,NULL,2: Carrier Issues,
,,UNL,606,00:00.0,28:00.0,ATG REVIEW,NULL,NULL,2: Carrier Issues,
,,UNL,723,10:00.0,37:00.0,ATG REVIEW,NULL,NULL,2: Carrier Issues,
,,UNL,609,23:00.0,50:00.0,ATG REVIEW,NULL,NULL,2: Carrier Issues,
,,UNL,661,18:00.0,39:00.0,ATG REVIEW,NULL,NULL,6: Supply Disruption,
,,UNL,640,05:00.0,48:00.0,ATG REVIEW,NULL,NULL,6: Supply Disruption,
,,UNL,665,51:03.0,53:00.0,site called,"Site bagged up pump; Carrier said the driver is loading now and depending on traffic, he should be there as previously stated in about 30mins.","Carrier error, no other reason given  Time valid per atg",2: Carrier Issues,
,,UNL,430,21:00.0,46:00.0,ATG REVIEW,NULL,NULL,6: Supply Disruption,
,,UNL,585,21:00.0,34:00.0,ATG REVIEW,NULL,NULL,2: Carrier Issues,
,,UNL,254,28:00.0,40:00.0,ATG REVIEW,NULL,NULL,2: Carrier Issues,
,,UNL,297,04:00.0,01:00.0,ATG REVIEW,NULL,NULL,2: Carrier Issues,
,,UNL,505,10:00.0,24:00.0,ATG REVIEW,NULL,NULL,2: Carrier Issues,
,,UNL,473,24:46.0,30:00.0,site called,"Carrier is sending load out now, stated they could not see the volumes for the site. Driver should be there by 3-4pm.",NULL,10: Technology,
,,UNL,342,28:00.0,31:00.0,ATG REVIEW,NULL,NULL,2: Carrier Issues,
,,UNL,459,02:00.0,49:00.0,ATG REVIEW,NULL,NULL,2: Carrier Issues,
,,UNL,380,18:00.0,27:00.0,ATG REVIEW,NULL,NULL,6: Supply Disruption,
,,DSL,564,30:44.0,44:00.0,phone,dsl is at 632 no reason provided,NULL,2: Carrier Issues,
,,UNL,620,08:00.0,27:00.0,ATG REVIEW,NULL,NULL,2: Carrier Issues,
,,PNL,261,26:00.0,58:00.0,ATG REVIEW,NULL,NULL,20: Allocation,
,,UNL,468,09:00.0,56:00.0,ATG REVIEW,NULL,NULL,2: Carrier Issues,
,,UNL,489,41:00.0,29:00.0,ATG REVIEW,NULL,NULL,2: Carrier Issues,
,,PNL,274,41:00.0,17:00.0,ATG REVIEW,NULL,NULL,2: Carrier Issues,
,,UNL,625,08:00.0,38:00.0,ATGm REVIEW,NULL,NULL,2: Carrier Issues,
,,UNL,922,13:00.0,41:00.0,ATG REVIEW,NULL,NULL,2: Carrier Issues,
,,UNL,580,59:00.0,09:00.0,ATG REVIEW,NULL,NULL,2: Carrier Issues,
,,UNL,443,16:00.0,59:00.0,ATG REVIEW,NULL,NULL,2: Carrier Issues,
,,UNL,310,12:00.0,44:00.0,ATG REVIEW,NULL,NULL,2: Carrier Issues,
,,UNL,457,18:00.0,58:00.0,ATG REVIEW,NULL,NULL,2: Carrier Issues,
,,UNL,425,59:00.0,18:00.0,ATG REVIEW,NULL,NULL,2: Carrier Issues,
,,UNL,265,27:00.0,10:00.0,ATG REVIEW,NULL,NULL,2: Carrier Issues,
,,UNL,584,59:00.0,17:00.0,ATG REVIEW,NULL,NULL,2: Carrier Issues,
,,UNL,432,38:25.0,38:26.0,site,600/87 1 hour or less,No additional notes from carrier.,2: Carrier Issues,
,,UNL,654,50:12.0,04:12.0,site,547/87  2 hours  running behind,no additional notes from carrier,2: Carrier Issues,
,,PNL,461,30:00.0,00:00.0,audit process,When called and spoke to Erin he did not know why site had run out and did not seem to care. called arounf noon and was given eta of 3 pm,NULL,2: Carrier Issues,
,,UNL,872,58:00.0,53:00.0,site,872/87  eta   30 minutes,Carrier running behind,2: Carrier Issues,
,,UNL,519,07:00.0,52:00.0,Ashely Williams,590/87  should be there anytime  new driver being extra cautious,No additional notes from carrier.,2: Carrier Issues,
,,DSL,185,30:02.0,20:00.0,site,atg says 185 Solar didn't have anything scheduled because there was no diesel forecasted.. Solar thinks there is a probe out.  Site says they can't pump?  Sending a load in tonight so will get stick readings from driver,Probe in Diesel tank was frozen at 3382 gallons for a full day and dropped to 185 instantaneously and triggered low fuel alarm.,10: Technology,
,,DSL,233,20:00.0,11:00.0,phone,"233.. called eagle and he advised that the load should be there shortly and that the site sold more then the average sales,, rc",Sales spike per eagle.   Time valid,3: Unpredictable Sales,
,,UNL,456,00:00.0,30:00.0,phone,"456.. called and left messages with overnight messaging personal, and also sent an email.. rc    site has ATG and 20,000g tank",NULL,2: Carrier Issues,
,,UNL,451,08:00.0,01:00.0,PHONE,451...called eagle eta given 45 minutes. carrier informed site had an increase in sales.. rc,Sales spike per Eagle.,3: Unpredictable Sales,
,,UNL,636,35:00.0,29:10.0,Phone,"636, eta 830am","Kramer down to 2 lanes for maintenance, loads pushed back.  Time valid per ATG",18: Terminal Issue,
,,PNL,581,40:33.0,57:00.0,phone,581.. called kenan he gave an eta of 1030 am.. unknown reason for outage.. rc,No additional notes from carrier,2: Carrier Issues,
,,UNL,280,25:00.0,21:00.0,phone,280.. called kenan eta given 9am.. rc,no additional notes from carrier,2: Carrier Issues,
,,DSL,361,22:00.0,06:00.0,site called in,Driver is on his way and should be on site in 30mins.,NULL,2: Carrier Issues,
,,UNL,467,00:39.0,26:00.0,site called,"Site called last night and given an ETA of 6am today. Carrier stated the driver was 15mins from the site, although gave no explanation as to why the driver was late.",Carrier will not respond with a reason for the outage.,2: Carrier Issues,
,,DSL,278,25:00.0,45:00.0,ATG REVIEW,NULL,NULL,2: Carrier Issues,
,,UNL,537,27:00.0,54:00.0,ATG REVIEW,NULL,NULL,2: Carrier Issues,
,,UNL,350,26:00.0,17:00.0,ATG REVIEW,NULL,NULL,6: Supply Disruption,
,,UNL,800,45:00.0,45:00.0,phone,carrier advised incorrect readings provided 10/16 caused runout. Site confirmed their stick was broken and didn't receive new stick until 10/17 am.,site gave bad sticks to due to using a broken dip stick.,1: Bad Sticks,
,,UNL,629,52:00.0,52:00.0,site called,Site bagged off pump. Driver should arrive in an 1hr 30 mins.,driver could not load. He had to go back and try again which resulted in longer wait time.,18: Terminal Issue,
,,UNL,500,00:59.0,11:00.0,site called,Site bagged up pumps right now. Carrier did not have loads planned for the site and will get to them asap.,Dealer forgot to order fuel.,4: Dealer Order Error,
,,UNL,750,07:07.0,10:00.0,Site called,"out at 750 gallons, approx. eta 30 minutes",out of Unleaded - unknown reason at this time.,2: Carrier Issues,
,,UNL,485,03:00.0,59:00.0,site call,"Site bagged pumps; Carrier stated 4-5pm eta, no other info.",Unleaded tank is set to shut down at 485 gallons.    Appears unit is shutting down when low level alarms go off.    Store still would have run out though based on the amount of time the unit was down.,2: Carrier Issues,
,,DSL,1303,28:40.0,26:00.0,site called,Carrier stated the driver is heading to load for the site now and should be on site in 2hr30mins.,The Carrier ran site out and did not notify is of any problems.,2: Carrier Issues,
,,UNL,518,25:00.0,40:00.0,site,519/87  eta 45 minutes or sooner,NULL,2: Carrier Issues,
,,UNL,667,24:00.0,39:00.0,site,677/87 eta 5:30-6,NULL,2: Carrier Issues,
,,UNL,22,39:00.0,36:00.0,site,"they were at 22inches this morning and reported it.  ,now the fuel barely registers on the stick.. no answer will send email","Site did not report levels, no record of phone call or email showing low levels  Time valid per Eagle",1: Bad Sticks,
,,UNL,584,05:00.0,12:00.0,site,out regular,NULL,2: Carrier Issues,
,,UNL,1058,25:11.0,59:11.0,manager,1000/87   eta about an hour,Bad TMW delivery window,10: Technology,
,,UNL,652,37:08.0,15:00.0,s,650/87  eta 3-4 hours  running behind,carrier expressed they were running behind and missed delivery window.,2: Carrier Issues,
,,PNL,784,39:21.0,51:00.0,csr,"csr clld in out of pnl/784 gallons, clld Solar and talked w/Kyle driver on his way to load now eta approx 2 hrs",No additional notes from carrier,2: Carrier Issues,
,,UNL,1467,03:40.0,08:00.0,email,12 inches regular   eta 4am  running behind due to short a driver,JP,2: Carrier Issues,
,,PNL,561,42:00.0,33:00.0,Incon Alarm,NULL,High volume site out of PNL for 3+ hours,2: Carrier Issues,
,,DSL,438,25:00.0,02:00.0,ATG REVIEW,NULL,NULL,2: Carrier Issues,
,,UNL,511,24:00.0,10:00.0,ATG REVIEW,NULL,NULL,2: Carrier Issues,
,,UNL,517,02:00.0,03:00.0,ATG REVIEW,NULL,NULL,2: Carrier Issues,
,,UNL,462,17:00.0,11:00.0,ATG REVIEW,NULL,NULL,2: Carrier Issues,
,,DSL,317,03:00.0,10:00.0,ATG REVIEW,NULL,NULL,6: Supply Disruption,
,,UNL,607,07:00.0,01:00.0,ATG REVIEW,NULL,NULL,2: Carrier Issues,
,,PNL,268,15:00.0,38:00.0,ATG REVIEW,NULL,NULL,6: Supply Disruption,
,,UNL,300,24:00.0,29:00.0,ATG REVIEW,NULL,NULL,2: Carrier Issues,
,,UNL,272,16:00.0,49:00.0,ATG REVIEW,NULL,NULL,6: Supply Disruption,
,,UNL,438,09:00.0,35:00.0,ATG REVIEW,NULL,NULL,2: Carrier Issues,
,,UNL,345,25:00.0,10:00.0,ATG REVIEW,NULL,NULL,2: Carrier Issues,
,,UNL,458,08:00.0,01:00.0,ATG REVIEW,NULL,NULL,2: Carrier Issues,
,,PNL,171,07:00.0,08:00.0,ATG REVIEW,NULL,NULL,6: Supply Disruption,
,,UNL,667,24:00.0,39:00.0,ATG REVIEW,NULL,NULL,2: Carrier Issues,
,,UNL,414,19:00.0,22:00.0,ATG REVIEW,NULL,NULL,2: Carrier Issues,
,,UNL,405,26:00.0,54:00.0,ATG REVIEW,NULL,NULL,2: Carrier Issues,
,,UNL,334,06:00.0,41:00.0,ATG REVIEW,NULL,NULL,2: Carrier Issues,
,,DSL,181,09:00.0,41:55.0,ATG REVIEW,NULL,It appears unit shut down sales when the low level alarm went off at 848 gallons.    Tank will pump down to 181 gallons.,15: Unnecessary Shut Down,
,,DSL,288,14:00.0,13:00.0,ATG REVIEW,NULL,NULL,2: Carrier Issues,
,,UNL,466,19:00.0,32:00.0,ATG REVIEW,NULL,NULL,2: Carrier Issues,
,,DSL,248,03:00.0,38:00.0,ATG REVIEW,NULL,NULL,2: Carrier Issues,
,,DSL,510,19:00.0,33:00.0,ATG REVIEW,NULL,NULL,2: Carrier Issues,
,,UNL,445,06:00.0,41:00.0,ATG REVIEW,NULL,NULL,2: Carrier Issues,
