store_id,carrier_id,commodity,volume,outage_time,delivery_time,reported_via,notes,closing_notes,cause,user_id
19759,134,UNL,1089,6/17/17 17:00,6/18/17 2:00,phone,NULL,carrier was short drivers,2: Carrier Issues,23
19759,134,UNL,1094,6/12/17 16:00,6/12/17 18:30,phone,NULL,carrier was short drivers,2: Carrier Issues,23
19759,134,UNL,1062,7/25/17 20:26,7/26/17 5:00,site,1062/87 no eta running behind still short drivers,NULL,2: Carrier Issues,23
19759,134,UNL,1094,7/19/17 15:00,7/19/17 17:00,Daily Inventory Report,NULL,NULL,2: Carrier Issues,2
19760,134,UNL,631,7/19/17 18:00,7/19/17 20:11,Daily Inventory Report,NULL,NULL,2: Carrier Issues,2
19760,134,UNL,633,7/18/17 19:39,7/18/17 23:00,site,ETA 11pm  632/87   received at 11 pm,NULL,2: Carrier Issues,2
19760,134,UNL,630,7/18/17 0:00,7/18/17 2:20,audit,not sure was reported.  When I went to see when the outage from tonight was received I noticed they were out when they received a delivery at 2:456 am this morning,still short drivers,2: Carrier Issues,23
19760,134,UNL,631,7/21/17 15:51,7/21/17 20:49,audit,NULL,NULL,2: Carrier Issues,22
19760,134,PNL,631,7/21/17 15:51,7/22/17 8:49,phone,NULL,NULL,2: Carrier Issues,22
19760,134,UNL,631,6/19/17 12:00,6/19/17 23:30,phone,"carrier short on drivers, hiring",carrier was short hours,2: Carrier Issues,23
19760,134,UNL,631,6/17/17 7:00,6/18/17 14:00,phone,"caerrier short on drivers, hiring",carrier was short hours,2: Carrier Issues,23
19760,134,DSL,370,6/18/17 11:00,6/18/17 14:00,phone,"carrier short on drivers, hiring",Carrier was short drivers,2: Carrier Issues,23
19760,134,PNL,441,6/15/17 17:00,6/15/17 22:00,phone,"carrier short on drivers, hiring",Carrier was short drivers,2: Carrier Issues,23
19760,134,UNL,631,6/24/17 18:02,6/24/17 19:30,phone,"per carrier ETA 4 to 5 hours. did inform that site was at 631 and has ran out..carrier short on drivers, hiring",NULL,2: Carrier Issues,23
19760,134,UNL,632,7/8/17 8:40,7/8/17 23:15,phone,"out at 840pm - 632/unl..eta 1am  Site has ATG and a 20,000g regular tank",NULL,2: Carrier Issues,23
19760,134,PNL,440,10/21/17 20:58,10/21/17 21:30,site,440/premium eta 9:30pm   site has ATG,NULL,2: Carrier Issues,23
19763,154,UNL,600,9/2/17 18:00,9/2/17 20:22,phone,allocation issue,NULL,20: Allocation,29
19764,134,PNL,491,9/2/17 10:00,9/2/17 11:51,site,running behind eta 2 hours   491 premium,NULL,2: Carrier Issues,29
19764,134,UNL,600,6/23/17 23:44,6/24/17 6:40,csr,"csr clld in out of reg/600 gallons, clld Solar and talked w/Collin eta approx 6am this is the drivers first load he w/see if load can be moved up or a compartment dropped",Solar was short on drivers at the time,2: Carrier Issues,3
19764,134,UNL,651,10/20/17 19:18,10/20/17 21:00,site,"763 regular  651/eta 1 1/2 no reason know possibly terminal delays per night crew  Site has 20,000g regular tank, 12,000g pnl tank and ATG",NULL,2: Carrier Issues,23
19766,52,UNL,302,9/20/17 20:10,9/21/17 8:13,csr,"csr clld in out of reg 7266/302 gallons, tanks did not switch over, submitted a work order as P1 request, called Eagle and talked w/JOJO, eta first out AM shift driver.","csr clld in out of reg 7266/302 gallons, tanks did not switch over, submitted a work order as P1 request, called Eagle and talked w/JOJO, eta first out AM shift driver.",10: Technology,28
19771,22,UNL,100,9/8/17 17:03,9/8/17 18:03,phone,unl is 1200 fuel supply issues,NULL,21: Extraordinary Event,3
19772,22,UNL,500,10/11/17 17:21,10/11/17 22:00,site,12 inches  eta pending,JP,1: Bad Sticks,3
19772,20,UNL,655,7/15/17 18:15,7/16/17 4:00,phone,per carrier ETA is 4AM- carrier had drivers calling off. running behind- UNL-12.5 inches,CARRIER ERROR. TIME IS VALID,2: Carrier Issues,19
19772,22,UNL,500,11/1/17 19:45,11/2/17 0:38,site,doesn't have veereroot  -  eta 11 pm but carrier will try to move up- wan't sure why site is out,Driver got a flat,2: Carrier Issues,3
19772,22,UNL,500,11/5/17 13:07,11/5/17 13:47,site,14 inches  eta anytime he is in Boone,Carrier fell behind.,2: Carrier Issues,3
19772,21,UNL,1200,11/20/17 16:22,11/20/17 20:30,phone,"unl is at 12"". no veeder root and no reason provided besides carrier saying not getting updated readings",NULL,1: Bad Sticks,3
19777,22,UNL,781,8/17/17 13:02,8/17/17 18:04,phone,500/unl.. called and emailed ..rc,NULL,2: Carrier Issues,19
19779,39,UNL,100,9/2/17 14:33,9/2/17 15:33,phone,allocation issue,NULL,21: Extraordinary Event,3
19789,22,UNL,100,9/3/17 14:35,9/3/17 15:35,site called,"Site had to stop pumping, Carrier is on their way to site.",NULL,21: Extraordinary Event,3
19792,52,UNL,100,9/6/17 20:58,9/6/17 21:58,csr,"csr clld in out of reg, pnl no inventory, no eta pending carrier eta reply",NULL,21: Extraordinary Event,3
19792,52,UNL,500,9/25/17 10:48,9/25/17 13:50,email,We are out of reg. unleaded gas. Stuck the tanks at 1:30 pm we only have 4 inches.,site averages 2662 in sales and sold 4801.,3: Unpredictable Sales,28
19792,52,UNL,350,8/7/17 8:35,8/7/17 10:00,SITE CALLED,"out 4 inches, carrier running behind",3x more sales than usual.,3: Unpredictable Sales,20
19793,44,UNL,690,11/21/17 14:55,11/21/17 23:00,Supply Team,Carrier was not notified that maintenance was fixed.,NULL,8: Maintenance,3
19794,40,UNL,841,7/9/17 15:48,7/10/17 10:57,Day Supply Report,Waiting on Joel For Further Review,AE,2: Carrier Issues,3
19808,44,UNL,521,9/23/17 9:58,9/23/17 17:56,site called,Carrier stated they are behind and trying to catch up. ETA - 2-5PM Eastern standard time.,JP,6: Supply Disruption,18
19830,22,UNL,100,9/8/17 18:38,9/8/17 19:38,site,800,NULL,21: Extraordinary Event,3
19830,22,UNL,628,7/31/17 19:41,7/31/17 19:54,CSR Email,Pushed Window,.,2: Carrier Issues,19
19830,22,UNL,508,8/17/17 20:43,8/18/17 0:44,site,508/87  eta 12:30 - 1 am,NULL,2: Carrier Issues,19
19830,22,UNL,100,9/1/17 21:26,9/1/17 22:26,site,1200/87 was told to shut down,NULL,21: Extraordinary Event,3
19833,51,UNL,100,9/1/17 7:26,9/1/17 8:26,Phone,No reason for outage provided,NULL,21: Extraordinary Event,3
19838,52,UNL,190,7/23/17 9:00,7/23/17 11:00,phone,OUT UNL-270 gal ETA- 1 hour and 15 minute,carrier was behind outage,2: Carrier Issues,20
19838,52,UNL,100,9/7/17 16:15,9/7/17 17:15,site called,out of 87/693 approx. eta 9/8 3a - supply issues,out of 87/693 approx. eta 9/8 3a - supply issues,21: Extraordinary Event,3
19838,52,UNL,100,9/5/17 18:30,9/5/17 19:30,site,harvey,hurricane,21: Extraordinary Event,3
19838,52,UNL,100,9/4/17 19:50,9/4/17 20:50,site,441/87,NULL,21: Extraordinary Event,3
19839,52,UNL,703,10/9/17 13:04,10/9/17 14:04,email,"Just had to bag off my pumps, im at 696 regular gallons.",carrier running behind,2: Carrier Issues,28
19839,52,UNL,679,10/6/17 22:06,10/7/17 1:05,CSR,"csr clld in out of reg/697 gallons, clld Eagle no answer no vc mssg option  sent email for eta.",did not provide a reason.,2: Carrier Issues,28
19839,52,UNL,662,6/23/17 11:04,6/23/17 12:08,Email,Sent in Via Ronald Plummer,NULL,2: Carrier Issues,3
19839,52,UNL,689,6/26/17 9:09,6/26/17 12:09,Email,The outage occurred as soon as the store opened.,"As of 8:32 MST on 6/26/2017, A Driver is at the site unloading and there is gas going into the site. Another load is going into this site this afternoon/evening.",2: Carrier Issues,3
19839,52,UNL,677,8/14/17 13:05,8/14/17 14:04,email,"sent an email 1st thing this morning that I needed a delivery, I got a response that my delivery would be here at 11am and I haven't received a delivery.  I have bagged off my pumps at 700 gallons. ETA 15 minutes",driver running behind,2: Carrier Issues,28
19839,52,UNL,459,8/6/17 0:06,8/6/17 3:00,8/5/2017 23:11,465/unl .. CALLED EAGLE ETA GIVEN 2.5 HRS,carrier dispatch could not give me any information.,2: Carrier Issues,20
19840,41,UNL,100,9/1/17 13:02,9/1/17 14:02,email,OUT OF REGULAR FUEL AT 1:02 PM WITH 797 GALLONS REMAINING,NULL,21: Extraordinary Event,3
19843,52,UNL,707,8/19/17 13:56,8/19/17 17:56,day supply,unl 707,Hilco was helping Eagle Selma for that site but was two hours late.,2: Carrier Issues,28
19845,40,UNL,100,9/4/17 18:43,9/4/17 19:43,site,8 inches,NULL,21: Extraordinary Event,3
19848,52,PNL,100,9/1/17 8:10,9/1/17 9:10,email,We are below 700 gallons of premium pumps are bagged off,NULL,21: Extraordinary Event,3
19854,52,UNL,100,9/7/17 10:34,9/7/17 11:34,9/7/2014 13:30,Unl/519 – out at 130 pm.. no eta given   Mid/1511  Prem/1261,hurricane,21: Extraordinary Event,3
19854,52,UNL,676,11/26/17 16:02,11/26/17 16:59,phone,Driver was just pulling into site as we received call.,Driver was just pulling into site as we received call.,2: Carrier Issues,28
19898,51,PNL,100,9/10/17 20:18,9/10/17 21:18,site,NULL,NULL,21: Extraordinary Event,3
19900,39,UNL,100,9/8/17 18:30,9/8/17 19:30,site,743/87,NULL,21: Extraordinary Event,3
19904,52,UNL,569,9/25/17 17:09,9/25/17 18:10,email,the level reading at this time on unleaded is 622,Driver was stuck in traffic.,2: Carrier Issues,28
19906,40,UNL,696,12/6/17 22:53,12/6/17 22:53,csr,"csr out of reg/696 gallons, clld Eagle and talked w/Matt he doesn't know what an eta would be, he said he just doesn't know, i have no eta for this site, he said it was set for last out on driver w/window 8pm to 3am. he is going to try and move load up",NULL,NULL,11
19920,42,UNL,101,9/7/17 2:27,9/7/17 2:27,csr,"csr clld in out of reg/1368 gallons,  out due to hurricane Irma sales increase no eta at this time",NULL,21: Extraordinary Event,11
19929,42,UNL,630,9/7/17 11:09,9/9/17 2:08,site,NULL,Hurricane,21: Extraordinary Event,28
19949,54,UNL,101,9/6/17 22:26,9/6/17 22:26,csr,"csr clld in out of reg/600 gallons, 9.6.2017 am shift out due to hurricane Irma panic buying sales increase",NULL,21: Extraordinary Event,11
19953,42,UNL,101,9/6/17 22:28,9/6/17 22:28,236,"csr clld in out of reg/236 gallons, 9.6.2017 am shift out due to hurricane Irma panic buying sales increase",NULL,21: Extraordinary Event,11
19959,55,UNL,551,8/5/17 1:12,8/5/17 5:13,csr,"csr clld in out of reg/560 gallons, clld Eagle and talked w/Jessica eta pending Jessica w/call back.",contacted the carrier and they had nothing on their end,2: Carrier Issues,3
19969,54,UNL,101,9/5/17 20:32,9/5/17 17:32,site,380/87 irma,NULL,21: Extraordinary Event,11
19973,42,UNL,101,9/6/17 22:20,9/6/17 22:20,csr,"csr clld in out of reg/449 gallons, 9.6.2017 am shift out due to hurricane Irma panic buying sales increase",NULL,21: Extraordinary Event,11
19978,54,UNL,556,10/11/17 20:09,10/11/17 23:05,site,696/87   10pm will try to move up.  running behind,carrier running behind,2: Carrier Issues,28
19983,42,UNL,482,10/9/17 22:12,10/10/17 3:08,phone,unl is 482. no reason stated,Carrier issue. reason provided by carrier is not good enough (only 1k increase in sales),2: Carrier Issues,28
19987,24,UNL,101,9/15/17 5:01,9/15/17 5:01,csr,"CSR clld in out of reg/997 gallons, pnl/971 gallons, out due to hurricane Irma no eta at this time",NULL,21: Extraordinary Event,11
19987,24,UNL,247,10/27/17 11:13,10/27/17 13:14,Phone,Truck broke down lastnight load was pushed to first out and then not run.,Truck broke down last night load was pushed to first out and then not run.,2: Carrier Issues,28
19989,42,PNL,101,9/6/17 3:24,9/6/17 3:24,csr,"csr clld in out of pnl/729 gallons, reg/1889 gallons, out due to upcoming hurricane panic buying sales increase , no FL eta at this time",NULL,21: Extraordinary Event,11
19990,42,UNL,175,6/29/17 2:29,6/29/17 8:21,csr,"csr out of reg/175 gallons called Eagle and talked w/Trey eta approx 7am, possible sales increase",NULL,2: Carrier Issues,3
19990,42,UNL,227,12/1/17 18:39,12/1/17 19:44,MM,227/87 Eagle Jacksonville says not their site?? They were right..it was given to CWC but never changed in the system  - while trying to figure out who does the store the truck showed up and CSR read me the name on truck,carrier running behind,2: Carrier Issues,28
19993,42,UNL,872,10/16/17 18:58,10/16/17 20:53,site,872/87  eta   30 minutes,Carrier running behind,2: Carrier Issues,28
20016,53,DSL,100,9/8/17 13:08,9/8/17 14:08,site called,"Site out of fuel, emailed eta request to carrier.",NULL,21: Extraordinary Event,3
20017,53,UNL,100,9/8/17 14:04,9/8/17 15:04,phone,unl is 388 unl 386,NULL,21: Extraordinary Event,3
20017,53,UNL,100,9/8/17 12:32,9/8/17 13:32,phone,unl 515 due to supply 475 in the other unl tank,NULL,21: Extraordinary Event,3
20017,53,UNL,670,7/16/17 21:27,7/16/17 22:05,Site Called in,Carrier falling behind,NULL,2: Carrier Issues,19
20022,53,DSL,453,10/5/17 5:09,10/5/17 8:04,csr,"csr clld in out of dsl/453 gallons, pump run out 573 gallons, clld Eagle and talked w/Larry  there is no load planned, this is a carrier error per Larry no load planned because site only sells approx 20 gallons daily and they missed that this site was overdrawn on dsl by 100 gallons",Carrier error,2: Carrier Issues,3
20027,40,UNL,725,10/26/17 20:12,10/27/17 3:12,Phone,dispatch could not provide reason,no reason given,2: Carrier Issues,28
20029,22,UNL,572,9/27/17 20:08,9/27/17 22:03,site,running behind  eta midnight or sooner  571/87,JP,2: Carrier Issues,3
20029,22,UNL,100,9/6/17 11:07,9/6/17 12:07,Phone,Sales up do to panic buying,NULL,21: Extraordinary Event,3
20031,158,UNL,671,10/3/17 7:42,10/3/17 13:08,Supply Team,Carrier had drivers call out. Looking for back-up carriers now.,NULL,2: Carrier Issues,18
20032,87,UNL,384,8/5/17 3:57,8/5/17 4:37,csr,"csr clld in out of reg/384 gallons, called kenan and talked w/Tiffany eta approx 1 hr",NULL,2: Carrier Issues,9
20034,158,DSL,100,9/1/17 2:29,9/1/17 3:29,csr,"csr clld in out of dsl/763 gallons, out due to pipeline down  no eta at this time",NULL,21: Extraordinary Event,3
20035,158,UNL,506,10/3/17 9:35,10/3/17 14:43,Supply Team,Carrier had drivers call out and could not make it. Help is on the way.,NULL,2: Carrier Issues,18
20036,87,UNL,450,7/14/17 9:23,7/14/17 11:23,site called in,"Carrier did not have readings, site called in when they were out. 11 inches of UNL",NULL,1: Bad Sticks,18
20037,158,UNL,984,8/25/17 22:06,8/25/17 23:57,site called,"Carrier had trouble loading at the terminal, will attempt to get to the site ASAP. 1500 gallons of UNL was diverted to splash site until original truck made drop. Site did stop pumping.",NULL,2: Carrier Issues,18
20037,158,UNL,943,8/17/17 13:10,8/17/17 14:41,csr,"Site called in out of reg/943 gallons, Called Star and talked w/Eric eta approx. 1-1.5 hrs.  per Eric reason for outage is due to earlier allocation during the day shift on Wed.",NULL,6: Supply Disruption,18
20037,158,UNL,681,10/2/17 5:40,10/2/17 11:18,phone,unl is 681 they called in for help.,NULL,2: Carrier Issues,18
20037,158,UNL,656,9/29/17 17:56,9/29/17 21:18,phone,656 on the unl carrier did not specify as to why,NULL,2: Carrier Issues,18
20037,158,UNL,647,9/29/17 15:53,9/29/17 17:14,Supply Team,Carrier running behind,NULL,2: Carrier Issues,18
20037,158,UNL,635,9/22/17 13:09,9/22/17 19:01,mgr,out of unleaded per auditor have to bring driver's up from out of town to cover loads not eta,NULL,2: Carrier Issues,18
20037,158,UNL,573,11/3/17 18:23,11/4/17 3:12,phone,unl is 573,no additional notes from carrier,2: Carrier Issues,25
20038,87,DSL,570,11/8/17 18:30,11/8/17 23:17,site,no answer - allocation,Carrier faced allocation issues at 9 AM on 11/8.  Carrier did not notify dispatch of loading issues until the site was out at 14:30.,2: Carrier Issues,25
20038,87,DSL,NULL,12/6/17 23:53,12/6/17 21:53,site,536  eta 4am driver   I asked the girl who answered and she couldn't give a reason  they don't sell that much so they probably thought they could wait until morning,NULL,NULL,11
20039,30,UNL,393,12/2/17 4:30,12/2/17 6:30,csr,"csr clld in out of reg/7', clld Dupre and talked w/Zach eta approx 2 hrs, this load was to be first out on driver but it was moved w/no reason",no additional notes from carrier.,2: Carrier Issues,25
20039,158,UNL,362,10/2/17 13:30,10/2/17 17:17,site called in,"Site stopped pumping at 7inches, Carrier line was busy, emailed eta request.",NULL,2: Carrier Issues,18
20039,158,UNL,759,10/3/17 6:09,10/3/17 7:09,Supply Team,Carrier does not have drivers to support our sites. No ETA at this time.,NULL,2: Carrier Issues,18
20039,158,UNL,100,9/2/17 13:15,9/2/17 14:15,site,site isn't sure of their readings and carrier isn't able to reach the site - eta early evening,NULL,21: Extraordinary Event,3
20039,109,UNL,285,6/30/17 18:19,6/30/17 20:19,csr,Mapco would not reply to email/carrier requests.,A.T.,2: Carrier Issues,3
20041,87,UNL,537,7/28/17 3:04,7/28/17 4:00,csr,"csr clld in out of reg/537 gallons, clld Kenan and talked w/Tiffany eta approx 1 hrs",NULL,2: Carrier Issues,9
20041,87,UNL,436,7/21/17 18:35,7/21/17 19:15,site,436/87  in route should be there anytime.,NULL,2: Carrier Issues,18
20041,87,UNL,697,8/19/17 3:04,8/19/17 4:04,csr,"csr out of reg/697 gallons, clld Kenan and talked w/Katrina eta approx 1.5 hrs  unknown reason for outage at this time",NULL,2: Carrier Issues,18
20042,87,UNL,646,7/1/17 2:51,7/1/17 4:51,csr,"csr clld in out of reg 646/661 gallons, clld Kenan and talked w/Katrina eta approx 1.5 hrs",A.T.,11: Site Inaccessible,3
20046,87,DSL,582,6/29/17 9:25,6/29/17 11:25,Supply Team,Ashley called me and stated the site was out. DSL tank #1 had 3700 gallons. I thought it was a maintenance issue but after further review the tanks are not manifolded and this caused an outage. Kenan said it was due to a sales increase.,Carrier error,2: Carrier Issues,3
20051,40,UNL,100,9/6/17 8:35,9/6/17 9:35,site called,"Site stopped pumping UNL, emailed Carrier for eta",hurricane,21: Extraordinary Event,3
20055,86,UNL,478,10/6/17 20:00,10/6/17 21:00,Store,Out since last night.,NULL,21 Extraordinary Event,18
20055,86,UNL,546,7/21/17 19:39,7/21/17 20:27,site,10 inches  ETA pending no answer,NULL,2: Carrier Issues,9
20055,86,UNL,354,9/1/17 20:49,9/1/17 21:53,site,eta pending no gallons available,N/A,21: Extraordinary Event,5
20055,86,UNL,210,12/5/17 21:20,12/6/17 4:47,csr,"csr clld in out of reg 6"", called Kenan and left a mssg on Amy's vc mssg rolled, advised of sending email for eta",no additional notes from carrier,2: Carrier Issues,25
20056,30,UNL,950,10/26/17 8:25,10/26/17 11:30,Called in,Should be there within the hour.,Not additional notes,2: Carrier Issues,25
20059,30,UNL,242,11/21/17 17:36,11/21/17 19:03,site,242/87 in route 30 minutes,No additional notes from carrier,2: Carrier Issues,25
20064,35,UNL,799,7/24/17 12:24,7/24/17 13:24,phone,UNL-799  per carrier driver broke down ETA- 1.5 hour,NULL,2: Carrier Issues,9
20066,34,UNL,100,10/7/17 14:35,10/7/17 15:35,phone,"unl is 4"" storm in town",NULL,21: Extraordinary Event,18
20066,34,UNL,100,9/8/17 16:17,9/8/17 17:17,phone,site did not stick or print only one person,NULL,21: Extraordinary Event,3
20066,34,UNL,380,11/20/17 17:05,11/20/17 20:05,phone,"unl is 9"" no reason as to why",No additional notes from carrier,2: Carrier Issues,25
20066,34,UNL,400,10/27/17 14:01,10/27/17 14:30,phone,8.5 inches. no reason stated as to why,no additional notes from carrier,2: Carrier Issues,25
20066,34,UNL,400,10/30/17 11:00,10/30/17 16:31,site called,"Carrier not answering, put on hold. Sent eta request and tagged store email.",no additional notes from carrier,2: Carrier Issues,25
20066,34,UNL,443,11/4/17 13:16,11/4/17 15:11,site called,"Carrier did not answer, sent eta request to their email.",no additional notes from carrier,2: Carrier Issues,25
20074,86,PNL,659,10/7/17 13:00,10/7/17 14:00,site called,Carrier said the weather has to do with the delays; eta is for sunday night/monday am.,NULL,21 Extraordinary Event,18
20078,86,UNL,398,7/15/17 14:52,7/15/17 14:59,Supply Team,Driver running behind. Kenan Dispatch though they were there.,NULL,2: Carrier Issues,18
20090,71,UNL,19,10/28/17 7:00,10/28/17 10:00,site called,"Site stopped pumping at 19inches; given an eta of early this morning, no answer on call. Sent email....SITE BEEN STICKING WITH BROKEN STICK",NULL,1: Bad Sticks,23
20098,73,PNL,500,11/26/17 22:01,11/26/17 22:45,site,500 premium   this is for the Hutchinson terminal??  no answer so I had to leave a message.  Groendyke called site carrier advised they did not anticipate the pnl sales to be what they were,NULL,2: Carrier Issues,23
20110,71,PNL,500,9/16/17 11:00,9/16/17 12:14,site,NULL,"7.25"" run out in PNL tank",2: Carrier Issues,29
20132,54,UNL,410,9/5/17 16:11,9/6/17 4:08,site,irma,Hurricane Irma,21: Extraordinary Event,11
20132,54,UNL,399,9/6/17 18:07,9/13/17 19:09,site,irma,Hurricane Irma,21: Extraordinary Event,28
20134,54,UNL,577,10/20/17 19:05,10/20/17 20:05,manager,576/87  driver is on site,dispatch error,2: Carrier Issues,28
20135,54,UNL,101,9/5/17 20:46,9/5/17 20:46,csr,"dlr clld in out of reg/250 gallons, out due to upcoming hurricane, no eta at this time.",NULL,21: Extraordinary Event,11
20136,42,UNL,101,9/5/17 21:59,9/5/17 21:59,csr,"csr clld in out of reg/835 gallons, out due to upcoming hurricane no eta at this time",NULL,21: Extraordinary Event,11
20140,42,UNL,101,9/5/17 20:47,9/5/17 22:47,site,946/87  irma,NULL,21: Extraordinary Event,11
20150,54,UNL,450,10/12/17 17:04,10/12/17 19:10,phone,"unl is at 7.21""  split load. no reason was given",no reason provided,2: Carrier Issues,28
20153,56,UNL,386,9/29/17 18:18,9/29/17 20:18,site,450/87  eta about 2 hours,from carrier : Motiva was out of product last week causing loading delays even after Motiva was resupplied.,18: Terminal Issue,28
20153,56,PNL,394,9/6/17 11:00,9/6/17 12:00,site called,Site is not pumping.,hurricane,21: Extraordinary Event,28
20159,56,UNL,101,9/6/17 22:06,9/6/17 22:06,csr,"csr clld in out of reg/1090 gallons, 9.6.2017 am shift out due to hurricane Irma panic buying sales increase",NULL,21: Extraordinary Event,11
20159,56,UNL,1092,7/27/17 13:07,7/27/17 15:06,Site called in,Carrier running behind.,Carrier issue. See comment above,2: Carrier Issues,3
20159,56,UNL,1091,7/28/17 18:09,7/29/17 3:05,Titan Website,NULL,sell between 4400 and 6600 UNL on average but had a spike in sales for two days straight of 7800 on the 27th and 8700 the 28th.,3: Unpredictable Sales,3
20160,56,UNL,1025,9/5/17 21:47,9/6/17 4:45,phone,Panic buying no supply,hurricane,21: Extraordinary Event,28
20161,56,UNL,101,9/7/17 2:53,9/7/17 2:53,csr,"csr clld in out of reg/760 gallon, pnl at 1307 gallons, no eta , out due to hurricane Irma sales increase",NULL,21: Extraordinary Event,11
20163,42,UNL,101,9/6/17 1:28,9/6/17 1:28,csr,"csr clld in out of reg/206 gallons, out due to upcoming hurricane panic buying increased sales, no eta at this time.",NULL,21: Extraordinary Event,11
20166,54,UNL,101,9/5/17 21:22,9/5/17 18:22,site,587/87 irma,NULL,21: Extraordinary Event,11
20167,54,UNL,101,9/7/17 2:24,9/7/17 2:24,csr,"csr clld in out of reg/696 gallons, out due to hurricane Irma sales increase, no eta at this time",NULL,21: Extraordinary Event,11
20167,54,UNL,671,11/4/17 4:33,11/4/17 7:58,csr,"csr clld in out of reg/671 gallons, clld Eagle and talked w/John, clld Eagle and talked w/John  eta approx 1.5 hrs, unknown reason for out at this time",Store sold 7500 gallons of UNL instead of the normal 6300 on that day,3: Unpredictable Sales,28
20169,42,UNL,101,9/5/17 14:56,9/5/17 14:56,Phone,Site is out due to panic buying ahead of Irma,NULL,21: Extraordinary Event,11
20174,55,UNL,652,8/4/17 8:05,8/4/17 12:05,site called in,"Site out, dispatch did not answer. Eagle Tampa said gas would be there in a few hours working on moving it up",Contacted carrier and they had nothing on their end.,2: Carrier Issues,3
20175,42,UNL,101,9/6/17 22:12,9/6/17 22:12,csr,"csr clld in out of reg/580 gallons, 9.6.2017 am shift out due to hurricane Irma panic buying sales increase",NULL,21: Extraordinary Event,11
20179,56,UNL,261,10/27/17 16:42,10/27/17 23:00,site via phone,"out of 87 6"" - VR not working.  approx. eta 2am will try and move up load.  Site calling maintenance.","out of 87 6"" - VR not working.  approx. eta 2am will try and move up load.  Site calling maintenance.",8: Maintenance,28
20182,42,UNL,284,8/11/17 21:05,8/12/17 3:06,site,250/87  eta 2:30am,There was lighting that day which slowed everyone down,12: Act of Nature,28
20183,54,UNL,101,9/5/17 17:26,9/5/17 18:26,site,irma,NULL,21: Extraordinary Event,11
20184,52,UNL,100,9/6/17 10:54,9/6/17 11:54,Phone,"Panic Buying, site opened with 36"" is now at 6""",hurricane,21: Extraordinary Event,3
20187,54,UNL,101,9/6/17 1:24,9/6/17 1:24,CSR,"csr clld in out of reg/1173 gallons, out due to upcoming hurricane panic buying sales increase, no eta at this time",NULL,21: Extraordinary Event,11
20191,54,UNL,101,9/13/17 22:23,9/13/17 22:23,csr,"Site out of reg/557 gallons, pnl/1073 gallons, out due to hurricane Irma",NULL,21: Extraordinary Event,11
20192,42,UNL,101,9/6/17 21:28,9/6/17 21:28,csr,"csr clld in out of reg/648, pnl/894 and dsl/694 on 9.6.2017am shift, no eta out due to hurrican Irma panic buying sales increase",NULL,21: Extraordinary Event,11
20195,42,UNL,101,9/5/17 20:37,9/5/17 17:37,site,620/87 irma,NULL,21: Extraordinary Event,11
20197,42,PNL,101,9/6/17 2:24,9/6/17 2:24,csr,"csr clld in out of pnl/677 gallons, out due to increased sales on upcoming hurricane  reg is at 3601 gallons",NULL,21: Extraordinary Event,11
20205,42,UNL,101,9/16/17 2:51,9/16/17 2:51,csr,"csr clld in out of reg/495 gallons, pnl/550 gallons, out still due to hurricane Irma",NULL,21: Extraordinary Event,11
20208,54,UNL,591,9/6/17 22:16,9/6/17 23:16,csr,"out of reg/591 , pnl/515 and dsl/856 gallons,",hurricane,21: Extraordinary Event,28
20208,56,UNL,449,7/28/17 5:43,7/28/17 12:10,csr,"csr clld in out of reg/695 gallons, clld Eagle and talked w/Danny eta approx 1-2 hrs",carrier error,2: Carrier Issues,3
20210,42,UNL,101,9/5/17 19:15,9/5/17 23:06,site,irma,NULL,21: Extraordinary Event,11
20210,42,UNL,920,10/9/17 18:06,10/9/17 21:04,site,900/87  in route eta about 30 minutes  running a bit behind,Carrier running behind,2: Carrier Issues,28
20212,42,UNL,101,9/6/17 10:24,9/7/17 3:13,csr,"csr clld in out of reg/666 gallons, 9.6.2017 am shift out due to hurricane Irma panic buying sales increase","csr clld in out of reg/666 gallons, 9.6.2017 am shift out due to hurricane Irma panic buying sales increase",21: Extraordinary Event,11
20212,42,UNL,402,9/7/17 10:24,9/7/17 15:59,09/07/17 1:00PM,"UNL/500.. NO ETA GIVEN,, RC","UNL/500.. NO ETA GIVEN,, RC",3: Unpredictable Sales,28
20214,42,DSL,536,8/4/17 23:10,8/5/17 5:09,csr,"csr clld in out of dsl/536 gallons, clld Eagle and talked w/Jessica eta approx 3 hrs",Driver called out sick and they took too long to repower.,2: Carrier Issues,3
20217,54,UNL,101,9/12/17 22:25,9/12/17 22:25,CSR,"csr clld in out of reg/709 gallons, out due to hurricane Irma, this site is on the priority list  as Med , email sent to Eagle.",NULL,21: Extraordinary Event,11
20217,54,UNL,631,9/6/17 9:09,9/7/17 20:01,site called,"out of unl, emailed carrier for eta",Hurricane,21: Extraordinary Event,28
20225,56,UNL,101,9/6/17 0:22,9/6/17 0:22,csr,"csr clld in out of reg/822 gallons, out due to upcoming hurricane panic buying high sales  no eta at this time.",NULL,21: Extraordinary Event,11
20225,56,UNL,822,9/6/17 2:58,9/6/17 7:58,site,NULL,Hurricane,21: Extraordinary Event,28
