site_id,region_id,carrier_id,shipper_id,phone,address,city,state,brand,supplier,loading_numbers,mm_dbm,manager_phone,notes,miles,co_de,active,email
4701403,6,107,82,217-344-8722,59 E Green,Champaign,IL,Exxon Mobil,MOBIL,none needed,Eva Thrasher ,217-493-9843,NULL,7.5,C,Y,1403@ourstores.us
4701404,6,107,82,217-431-3750,1212 N Bowman,Danville,IL,Exxon Mobil,MOBIL,none needed,TBD,TBD,NULL,41.5,C,Y,1404@ourstores.us
4701405,6,107,82,217-431-3278,610 S Bowman,Danville,IL,Exxon Mobil,MOBIL,none needed,TBD,TBD,NULL,40.3,C,Y,1405@ourstores.us
4701406,6,107,82,217-355-1872,1503 N Neil,Champaign,IL,Exxon Mobil,MOBIL,none needed,Eva Thrasher ,217-493-9843,NULL,5.7,C,Y,1406@ourstores.us
4701407,6,107,35,309-820-9604,2412 S Main St,Bloomington,IL,Exxon Mobil,MOBIL,none needed,Tim Mason,309-368-5370,NULL,51,C,Y,1407@ourstores.us
4701408,6,106,5,815-561-1603,1110 N Dement,Rochelle,IL,CONOCO,COP66BR,none needed,Brandon Lerette ,815-764-9009,NULL,3,C,Y,1408@ourstores.us
4701409,6,107,35,217-362-0360,1089 W Eldorado,Decatur,IL,Exxon Mobil,MOBIL,none needed,Paula Lyons,217-201-3948,NULL,7.2,C,Y,1409@ourstores.us
4701410,6,107,35,309-745-3847,2279 Washington Rd,Washington,IL,Exxon Mobil,MOBIL,none needed,Sam Puckhaber ,815-603-9915,NULL,78.1,C,Y,1410@ourstores.us
4701411,6,107,35,217-546-4521,1901 W Jefferson,Springfield,IL,Exxon Mobil,MOBIL,none needed,Jason Koenig,618-558-5022,NULL,33,C,Y,1411@ourstores.us
4701412,6,107,5,815-288-1512,101 E Everett,Dixon,IL,CONOCO,COP66BR,none needed,Troy Admire,309-371-1176,NULL,25.5,C,Y,1412@ourstores.us
4701413,6,107,82,217-344-8723,507 W University,Urbana,IL,Exxon Mobil,MOBIL,none needed,Eva Thrasher ,217-493-9843,NULL,9.6,C,Y,1413@ourstores.us
4701414,6,107,35,309-451-3724,610 W Raab,Normal,IL,Exxon Mobil,MOBIL,none needed,Tim Mason,309-368-5370,NULL,56.9,C,Y,1414@ourstores.us
4701415,6,107,35,309-245-4066,1006 E Fort St,Farmington,IL,Exxon Mobil,MOBIL,none needed,Julie Reed,309-712-3384,NULL,97.7,C,Y,1415@ourstores.us
4701416,6,107,35,217-935-2261,60 Cedar Square,Clinton,IL,Exxon Mobil,MOBIL,none needed,Paula Lyons,217-201-3948,NULL,29,C,Y,1416@ourstores.us
4701417,6,107,5,815-234-4394,127 W Blackhawk Dr,Byron,IL,CONOCO,COP66BR,none needed,Brandon Lerette ,815-764-9009,NULL,23.3,C,Y,1417@ourstores.us
4701418,6,107,35,309-343-1354,501 N Henderson,Galesburg,IL,Exxon Mobil,MOBIL,none needed,Julie Reed,309-712-3384,NULL,125.7,C,Y,1418@ourstores.us
4701419,6,107,5,815-748-7483,1102 N First St,DE KALB,IL,CONOCO,COP66BR,none needed,Brandon Lerette ,815-764-9009,NULL,20.1,C,Y,1419@ourstores.us
4701420,6,107,35,309-686-5875,2900 Ne Adams,Peoria,IL,Exxon Mobil,MOBIL,none needed,Sam Puckhaber ,815-603-9915,NULL,77.4,C,Y,1420@ourstores.us
4701421,6,107,35,309-662-5223,1206 N Towanda Barnes Rd,Bloomington,IL,Exxon Mobil,MOBIL,none needed,Tim Mason,309-368-5370,NULL,59.4,C,Y,1421@ourstores.us
4701422,6,107,35,217-529-1486,2700 Stevenson Dr,Springfield,IL,Exxon Mobil,MOBIL,none needed,Jason Koenig,618-558-5022,NULL,31.8,C,Y,1422@ourstores.us
4701423,6,107,35,217-523-1984,1801 N Grand E,Springfield,IL,Mobil,MOBIL,none needed,Jason Koenig,618-558-5022,NULL,32.2,C,Y,1423@ourstores.us
4701424,6,107,35,309-263-4057,1801 N Morton Ave,Morton,IL,Exxon Mobil,MOBIL,none needed,Sam Puckhaber ,815-603-9915,NULL,69.2,C,Y,1424@ourstores.us
4701425,6,106,294,815-397-9062,3819 Broadway,Rockford,IL,CONOCO,COP66BR,none needed,Brandon Lerette ,815-764-9009,NULL,12.1,C,Y,1425@ourstores.us
4701426,6,107,294,815-282-2790,4747 N 2Nd St,Loves Park,IL,CONOCO,COP66BR,none needed,Brandon Lerette ,815-764-9009,NULL,8.7,C,Y,1426@ourstores.us
4701427,6,107,35,309-243-9378,1514 W Hickory Grove Rd,Dunlap,IL,Exxon Mobil,MOBIL,none needed,Sam Puckhaber ,815-603-9915,NULL,92.3,C,Y,1427@ourstores.us
4701428,6,107,35,217-483-4580,11 Plummer Blvd,Chatham,IL,Exxon Mobil,MOBIL,none needed,Jason Koenig,618-558-5022,NULL,41.7,C,Y,1428@ourstores.us
4701429,6,106,294,815-232-9331,838 W. Galena Ave.,Freeport,IL,CONOCO,COP66BR,none needed,Brandon Lerette ,815-764-9009,NULL,25.1,C,Y,1429@ourstores.us
4701430,6,107,82,217-892-4710,1295 E Grove,Rantoul,IL,Exxon Mobil,MOBIL,none needed,TBD,TBD,NULL,18.6,C,Y,1430@ourstores.us
4701431,6,107,82,217-762-3667,802 Iron Horse Place,Monticello,IL,Exxon Mobil,MOBIL,none needed,Randy Roder,520-576-2017,NULL,15.3,C,Y,1431@ourstores.us
4701432,6,107,82,217-586-3875,506 S Prairie View Rd,Mahomet,IL,Mobil,MOBIL,none needed,Terri Furniss,512-952-0048,NULL,9.2,C,Y,1432@ourstores.us
4701433,6,107,82,815-692-4634,405 W Oak,Fairbury,IL,Mobil,MOBIL,none needed,Tim Mason,309-368-5370,NULL,55.9,C,Y,1433@ourstores.us
4701434,6,107,82,217-344-8725,810 W Green,Urbana,IL,Mobil,MOBIL,none needed,Eva Thrasher ,217-493-9843,NULL,8.5,C,Y,1434@ourstores.us
4701435,6,107,82,217-832-2432,212 N Sycamore,Villa Grove,IL,Mobil,MOBIL,none needed,Randy Roder,520-576-2017,NULL,28.5,C,Y,1435@ourstores.us
4701436,6,106,5,815-625-8034,2210 Locust,Sterling,IL,CONOCO,COP66BR,none needed,Troy Admire,309-371-1176,NULL,39,C,Y,1436@ourstores.us
4701437,6,107,294,815-282-2794,2225 W Riverside Blvd,Rockford,IL,CONOCO,COP66BR,none needed,Brandon Lerette ,815-764-9009,NULL,8.4,C,Y,1437@ourstores.us
4701438,6,107,82,217-355-1873,3604 N Mattis,Champaign,IL,Exxon Mobil,MOBIL,none needed,Terri Furniss,512-952-0048,NULL,5.2,C,Y,1438@ourstores.us
4701439,6,107,294,815-232-9341,610 W South St,Freeport,IL,CONOCO,COP66BR,none needed,Brandon Lerette ,815-764-9009,NULL,24.2,C,Y,1439@ourstores.us
4701440,6,107,35,217-523-2436,1940 S Macarthur Blvd,Springfield,IL,Mobil,MOBIL,none needed,Jason Koenig,618-558-5022,NULL,33.6,C,Y,1440@ourstores.us
4701441,6,107,35,217-362-1339,3810 E William Street Rd,Decatur,IL,Mobil,MOBIL,none needed,Paula Lyons,217-201-3948,NULL,11.2,C,Y,1441@ourstores.us
4701442,6,107,82,217-355-5271,1511 N Prospect,Champaign,IL,Mobil,MOBIL,none needed,Terri Furniss,512-952-0048,NULL,5,C,Y,1442@ourstores.us
4701443,6,107,82,217-355-6864,4202 West Springfield Avenue,Champaign,IL,Mobil,MOBIL,none needed,Terri Furniss,512-952-0048,NULL,4.2,C,Y,1443@ourstores.us
4701444,6,107,35,309-734-1786,1010 N Main St,Monmouth,IL,Mobil,MOBIL,none needed,Troy Admire,309-371-1176,NULL,144.4,C,Y,1444@ourstores.us
4701445,6,107,82,217-892-4952,220 S Murray Rd,Rantoul,IL,Mobil,MOBIL,none needed,TBD,TBD,NULL,16.6,C,Y,1445@ourstores.us
4701446,6,107,82,815-416-1338,1501 N Division St,Morris,IL,Mobil,MOBIL,none needed,Michael Jezek,(708) 674-9870,MM email: MJezek@circlek.com,93.4,C,Y,1446@ourstores.us
4701447,7,103,35,NULL,911 W Mount Vernon St,Metamora,IL,UNBRANDED,#N/A,9632500/8157,Nancy Trusnik,NULL,NULL,0,NULL,Y,NULL
4701448,6,119,336,618-622-2220,1300-1338 Thouvenot Lane,SHILOH,IL,Exxon,EXXONUB,pick list,Van Rohl,618-218-0508,NULL,17.2,C,Y,1448@ourstores.us
4701452,7,107,82,NULL,212 Illini Plaza,Champaign,IL,UNBRANDED,#N/A,0,Nancy Trusnik,NULL,NULL,10.3,C,Y,NULL
4701454,6,159,369,NULL,NULL,NULL,#N/A,NULL,#N/A,NULL,Nancy Trusnik,NULL,NULL,0,NULL,Y,NULL
4701455,6,103,82,309-664-6292,1513 Morrissey Dr,Bloomington,IL,0,CIRTEM,8157,Nancy Trusnik,NULL,NULL,49.9,C,Y,NULL
4701456,6,105,336,618-258-4877,716 W Saint Louis,East Alton,IL,Exxon,EXXONUB,none needed,Michelle Fink,618-971-7874,NULL,6.2,C,Y,1456@ourstores.us
4701457,6,102,182,847-471-2433,1103 W Seminary Ave,Onarga,IL,CONOCO,COP66BR,none needed,Joe Celusta,NULL,NULL,35.7,C,Y,NULL
4701459,6,119,369,618-117-7920,6559 STATE RT. 162,Maryville,IL,Exxon,EXXONUB,200/130100/2343,Michelle Fink,618-971-7874,NULL,18.4,D,Y,NULL
4701461,6,105,336,618-234-7020,1800 Lebanon Ave,Belleville,IL,Exxon,EXXONUB,200/130100/2343,Van Rohl,618-218-0508,NULL,29.6,C,Y,NULL
4701462,6,105,336,618-451-7783,608 Mccambridge Ave,Madison,IL,Exxon,EXXONUB,none needed,Michelle Fink,618-971-7874,NULL,14.5,C,Y,NULL
4701463,6,105,336,NULL,755 S Belt W,Belleville,IL,Exxon,EXXON UB,200/130100/2343,Van Rohl,618-218-0508,NULL,30.4,C,Y,NULL
4701464,6,101,369,NULL,NULL,NULL,#N/A,NULL,#N/A,386245,Joe Celusta,NULL,NULL,0,NULL,Y,NULL
4701465,6,136,46,224-864-7195,4 E Hawley,Mundelein,IL,Mobil,#N/A,0,Joe Celusta,NULL,NULL,19.6,C,Y,NULL
4701466,7,159,369,NULL,NULL,NULL,#N/A,NULL,#N/A,0,Joe Celusta,NULL,NULL,0,NULL,Y,NULL
4701468,7,105,53,618-558-3580,601 West Main St,Collinsville,IL,CONOCO,COP66BR,0,John Liveris,NULL,Previously Site: 4701374; Dealer Phone: 618 558-3580; Dealer Email: andy5583580@yahoo.com,14.3,NULL,Y,NULL
4701470,7,105,336,618-656-4826,7180 ST. JAMES RD,Edwardsville,IL,NULL,COP66BR,416063/416209,John Liveris,NULL,WAS SITE 4701372,36.1,D,Y,NULL
4701471,10,101,46,708-354-0009,5501 South Lagrange Road,Countryside,IL,Mobil,MOBIL,379696/385275,Joe Celusta,NULL,Cell phone (708) 692-9345,20,D,Y,kalshamali@sbcglobal.net
4701472,6,103,369,NULL,603 Prairie View Drive,Mahomet,IL,BP,UNKNOWN,NULL,Nancy Trusnik,NULL,NULL,34.6,D,Y,NULL
4701473,6,105,230,618-233-7886,9618 w Main St,Belleville,IL,Shell,SHELLBR,NULL,John Liveris,NULL,"Sam Nadder, cell phone 618 972-0255, email esamnadder1999@live.com  Sam’s brother Mohamed El-Hamarna 618 213 – 7886 email hot350z@hotmail.com",NULL,D,Y,hot350z@hotmail.com
4701590,6,105,230,618-355-0905,10 S Belt W,Belleville,IL,Shell,SHELLBR,433179,Van Rohl,618-218-0508,NULL,22.2,C,Y,1590@ourstores.us
4701591,6,105,230,618-233-2533,3801 N Belt W,Belleville,IL,Shell,SHELLBR,433177,Kevin Sweeney,812-322-8090,NULL,18.2,C,Y,1591@ourstores.us
4701592,6,105,123,618-529-2966,315 E Walnut St,Carbondale,IL,Shell,SHELLBR,433176,Joseph Crawford,618-335-9839,NULL,126.3,C,Y,1592@ourstores.us
4701593,6,105,230,618-538-5945,8300 Old St Louis Rd,Belleville,IL,Shell,SHELLBR,433175,Kevin Sweeney,812-322-8090,NULL,14.1,C,Y,1593@ourstores.us
4701594,6,105,230,618-624-6013,301 Salem Pl,Fairview Heights,IL,Shell,SHELLBR,433054,Michelle Fink,618-971-7874,NULL,15.4,C,Y,1594@ourstores.us
4701595,6,105,336,618-632-2177,826 W Highway 50,OFALLON,IL,Conoco,COP66BR,none needed,Kevin Sweeney,812-322-8090,NULL,16.6,C,Y,1595@ourstores.us
4701597,6,105,123,618-549-3623,1901 S Illinois Ave,Carbondale,IL,Shell,SHELLBR,403/12320642/1091/10014798,Joseph Crawford,618-335-9839,NULL,127.5,C,Y,1597@ourstores.us
4701598,6,105,230,618-234-3847,2709 W Main St,Belleville,IL,Shell,SHELLBR,433162,Kevin Sweeney,812-322-8090,NULL,17.9,C,Y,1598@ourstores.us
4701599,6,105,230,618-692-1026,629 W Schwarz St,Edwardsville,IL,Shell,SHELLBR,433161,Michelle Fink,618-971-7874,NULL,21.8,C,Y,1599@ourstores.us
4701600,6,105,230,636-797-3300,10201 Business 21,Hillsboro,MO,Shell,SHELLBR,433117,Brad Hoener,812-322-9703,NULL,42.8,C,Y,1600@ourstores.us
4701601,6,105,230,636-467-2481,1060 Main St,Imperial,MO,Shell,SHELLBR,433118,Brad Hoener,812-322-9703,NULL,27.2,C,Y,1601@ourstores.us
4701602,6,105,230,636-285-7998,8401 Industrial Dr,Cedar Hill,MO,Shell,SHELLBR,403/12320642/1130/10009526,David Barillier ,314-456-1053,NULL,39.9,C,Y,1602@ourstores.us
4701603,6,105,230,636-326-2191,1706-1724 South Old MO-141,Fenton,MO,Shell,SHELLBR,433112,Steve Hardin,636-697-4614,CLOSED INDEFINITELY,25.4,NULL,Y,1603@ourstores.us
4701604,6,105,230,636-376-8236,5602 State Hwy Pp,High Ridge,MO,Shell,SHELLBR,433116,David Barillier ,314-456-1053,NULL,30.4,C,Y,1604@ourstores.us
4701605,6,105,230,636-487-7818,6065 Lemay Ferry Rd,SAINT LOUIS,MO,Shell,SHELLBR,433180,Brad Hoener,812-322-9703,NULL,20.2,C,Y,1605@ourstores.us
4701606,6,105,230,636-938-4820,1800-1829 Highway North,Pacific,MO,Shell Branded,SHELLBR,433109,David Barillier ,314-456-1053,NULL,40.6,C,Y,1606@ourstores.us
4701607,6,105,230,314-832-1397,9035 Gravois Rd,Affton,MO,Shell,SHELLBR,433100,Steve Hardin,636-697-4614,NULL,14.3,C,Y,1607@ourstores.us
4701608,6,105,230,636-326-4553,900 Brookwood Ctr,Fenton,MO,Shell,SHELLBR,403/12320642/1091/10014801,David Barillier ,314-456-1053,NULL,25.4,C,Y,1608@ourstores.us
4701609,6,105,230,636-671-1976,4671 State Highway W,House Springs,MO,Shell,SHELLBR,433119,David Barillier ,314-456-1053,NULL,34.4,C,Y,1609@ourstores.us
4701610,6,105,230,314-416-0255,5590 Telegraph Rd,SAINT LOUIS,MO,Shell,SHELLBR,433152,Greg Barton,812-340-5765,NULL,20.9,C,Y,1610@ourstores.us
4701611,6,105,230,314-638-7752,1940 Union Rd,SAINT LOUIS,MO,Shell,SHELLBR,433151,Steve Hardin,636-697-4614,NULL,14.4,C,Y,1611@ourstores.us
4701612,6,105,230,314-822-1396,1435 South Kirkwood Road,Sunset Hills,MO,Shell Branded,SHELLBR,433156,Greg Barton,812-340-5765,NULL,18.4,C,Y,1612@ourstores.us
4701613,6,119,230,636-938-9111,100 Old Towne Dr,Eureka,MO,Shell,SHELLBR,433089,David Barillier ,314-456-1053,NULL,32,C,Y,1613@ourstores.us
4701614,6,105,230,314-845-0782,3294 Telegraph Rd,SAINT LOUIS,MO,Shell,SHELLBR,433090,Greg Barton,812-340-5765,NULL,19.1,C,Y,1614@ourstores.us
4701615,6,105,230,314-739-2028,11201 Old Saint Charles Rd,Bridgeton,MO,Shell,SHELLBR,433071,Bob Hagnauer,904-306-6052,NULL,13.2,C,Y,1615@ourstores.us
4701616,6,105,230,314-733-1430,10691 Saint Charles Rock Rd,Saint Ann,MO,Shell,SHELLBR,433142,Bob Hagnauer,904-306-6052,NULL,13.2,C,Y,1616@ourstores.us
4701617,6,105,230,314-867-7908,11011 Bellefontaine Rd,SAINT LOUIS,MO,Shell,SHELLBR,433154,Bob Hagnauer,904-306-6052,NULL,9.6,C,Y,1617@ourstores.us
4701618,6,105,230,314-371-0060,35 S Grand Blvd,SAINT LOUIS,MO,Shell,SHELLBR,433145,Greg Barton,812-340-5765,NULL,7.2,C,Y,1618@ourstores.us
4701619,6,105,230,314-863-5290,6211 Delmar Blvd,SAINT LOUIS,MO,Shell,SHELLBR,433148,Greg Barton,812-340-5765,NULL,8.3,C,Y,1619@ourstores.us
4701620,6,119,230,636-938-5358,18101-18167 Old US-66,Eureka,MO,Shell,SHELLBR,433182,David Barillier ,314-456-1053,NULL,34.3,C,Y,1620@ourstores.us
4701621,6,105,230,314-381-4944,5215 Lucas And Hunt Rd,SAINT LOUIS,MO,Shell,SHELLBR,403/12320642/1130/10009553,Bob Hagnauer,904-306-6052,NULL,6,C,Y,1621@ourstores.us
4701622,6,105,230,314-837-1464,1545 S New Florissant Rd,Florissant,MO,Shell,SHELLBR,433114,Bob Hagnauer,904-306-6052,NULL,13.2,C,Y,1622@ourstores.us
4701623,6,105,230,314-821-9694,9931 Watson Rd #R,SAINT LOUIS,MO,Shell,SHELLBR,403/12320642/1130/10009529,Greg Barton,812-340-5765,NULL,19.2,C,Y,1623@ourstores.us
4701624,6,105,230,314-843-4258,8600 Watson Rd,SAINT LOUIS,MO,Shell,SHELLBR,433150,Greg Barton,812-340-5765,NULL,16.3,C,Y,1624@ourstores.us
4701625,6,105,230,314-842-2576,5253 Mattis Rd,SAINT LOUIS,MO,Shell,SHELLBR,433160,Greg Barton,812-340-5765,NULL,19.4,C,Y,1625@ourstores.us
4701626,6,105,230,314-646-0980,8199 Manchester Rd,SAINT LOUIS,MO,Shell,SHELLBR,433178,Greg Barton,812-340-5765,NULL,13.8,C,Y,1626@ourstores.us
4701627,6,105,230,636-326-5628,105 Delores Dr,Fenton,MO,Shell,SHELLBR,433111,David Barillier ,314-456-1053,NULL,25.2,C,Y,1627@ourstores.us
4701628,6,105,230,314-524-6901,1108 S Florissant Rd,SAINT LOUIS,MO,Shell,SHELLBR,433136,Bob Hagnauer,904-306-6052,NULL,7.7,C,Y,1628@ourstores.us
4701629,6,105,230,636-946-0669,3401 Truman Terrace Drive,Saint Charles,MO,Shell,SHELLBR,433157,Sarah Held,636-439-6067,NULL,23.2,C,Y,1629@ourstores.us
4701630,6,105,230,314-631-6752,9998 Tesson Ferry Rd,SAINT LOUIS,MO,Shell,SHELLBR,none needed,Steve Hardin,636-697-4614,NULL,16.5,C,Y,1630@ourstores.us
4701631,6,105,230,314-892-1676,4089 Telegraph Rd,SAINT LOUIS,MO,Shell,SHELLBR,433159,Greg Barton,812-340-5765,NULL,19.6,C,Y,1631@ourstores.us
4701632,6,105,230,636-479-6878,1199 Scenic Dr,Herculaneum,MO,Shell,SHELLBR,433183,Brad Hoener,812-322-9703,NULL,35.3,C,Y,1632@ourstores.us
4701633,6,105,230,314-256-0417,8200 S Broadway,SAINT LOUIS,MO,Shell,SHELLBR,403/12320642/1130/10010268,Brad Hoener,812-322-9703,NULL,12.3,C,Y,1633@ourstores.us
4701634,6,105,230,636-296-1088,2001 Richardson Rd,Arnold,MO,Shell,SHELLBR,403/12320642/1130/10009523,Brad Hoener,812-322-9703,NULL,23.8,C,Y,1634@ourstores.us
4701635,6,105,230,314-579-0104,2090 Craig Rd,SAINT LOUIS,MO,Shell,SHELLBR,433121,Bob Hagnauer,904-306-6052,NULL,16.9,C,Y,1635@ourstores.us
4701636,6,105,230,636-461-0572,1980 Richardson Rd,Arnold,MO,Shell,SHELLBR,433092,Brad Hoener,812-322-9703,NULL,23.9,C,Y,1636@ourstores.us
4701637,6,105,230,636-272-2624,3032-3032 Highway K and Plaza North,OFALLON,MO,Shell,SHELLBR,403//12320642//1130//10009555,Sarah Held,636-439-6067,NULL,33,C,Y,1637@ourstores.us
4701638,6,105,230,314-256-0722,9311 S Broadway,SAINT LOUIS,MO,Shell,SHELLBR,403/12320642/1130/10014799,Brad Hoener,812-322-9703,NULL,13.1,C,Y,1638@ourstores.us
4701639,6,105,230,636-447-4360,6105 Mexico Rd,SAINT PETERS,MO,Shell,SHELLBR,433181,Sarah Held,636-439-6067,NULL,24.6,C,Y,1639@ourstores.us
4701640,6,105,230,636-287-1158,504 Jeffco Blvd,Arnold,MO,Shell,SHELLBR,403/12320642/1130/10009524,Brad Hoener,812-322-9703,NULL,21.3,C,Y,1640@ourstores.us
4701641,6,105,230,636-928-2022,1525 Caulks Hill Rd,SAINT CHARLES,MO,Shell,SHELLBR,403//12320642//1091//10009560,Sarah Held,636-439-6067,NULL,23.9,C,Y,1641@ourstores.us
4701642,6,105,230,636-925-0671,2702 Droste Rd,SAINT CHARLES,MO,Shell,SHELLBR,433144,Sarah Held,636-439-6067,NULL,20.8,C,Y,1642@ourstores.us
4701643,6,105,230,636-272-2633,602 N Main St,OFALLON,MO,Shell,SHELLBR,433140,Sarah Held,636-439-6067,NULL,30.7,C,Y,1643@ourstores.us
4701644,6,105,230,636-329-1250,1750 O Fallon Rd,SAINT CHARLES,MO,Shell,SHELLBR,433094,Sarah Held,636-439-6067,NULL,32.8,C,Y,1644@ourstores.us
4701645,6,105,230,636-949-8996,3700 Elm St,SAINT CHARLES,MO,Shell,SHELLBR,433093,Sarah Held,636-439-6067,NULL,23.1,C,Y,1645@ourstores.us
4701646,6,105,230,636-329-9623,5952 S Highway 94,Weldon Spring,MO,Shell,SHELLBR,433091,Sarah Held,636-439-6067,NULL,29.4,C,Y,1646@ourstores.us
4701647,6,105,230,636-527-3878,14804 Clayton Rd,Chesterfield,MO,Shell,SHELLBR,403/12320642/1130/10009528,Steve Hardin,636-697-4614,NULL,25.5,C,Y,1647@ourstores.us
4701648,6,105,230,636-527-5630,595 Big Bend Rd,Ballwin,MO,Shell,SHELLBR,433153,Steve Hardin,636-697-4614,NULL,27.1,C,Y,1648@ourstores.us
4701649,6,105,230,314-821-2308,12804 Manchester Rd,Des Peres,MO,Shell,SHELLBR,433108,Steve Hardin,636-697-4614,NULL,21.9,C,Y,1649@ourstores.us
4701650,6,105,230,314-569-2956,11077 Olive Blvd,SAINT LOUIS,MO,Shell,SHELLBR,403/12320642/1130/10009530,Bob Hagnauer,904-306-6052,NULL,16.1,C,Y,1650@ourstores.us
4701651,6,105,230,636-730-3189,15530 Olive Blvd,Chesterfield,MO,Shell,SHELLBR,403//12320642//1130//10009530,Steve Hardin,636-697-4614,NULL,25.5,C,Y,1651@ourstores.us
4701652,6,136,230,636-625-1636,1000-1000 Lk St Louis Boulevard,Lake Saint Louis,MO,Shell,SHELLBR,433120,Sarah Held,636-439-6067,NULL,33.5,C,Y,1652@ourstores.us
4701653,6,105,230,314-645-6172,2105 Hampton Ave,SAINT LOUIS,MO,Shell,SHELLBR,433147,Greg Barton,812-340-5765,NULL,10.4,C,Y,1653@ourstores.us
4701654,6,136,230,314-646-7617,1514 Hampton Ave,SAINT LOUIS,MO,Shell,SHELLBR,433029,Greg Barton,812-340-5765,NULL,10.7,C,Y,1654@ourstores.us
4701655,6,105,230,314-646-7653,2707 Mccausland Ave,SAINT LOUIS,MO,Shell,SHELLBR,433135,Greg Barton,812-340-5765,NULL,12.1,C,Y,1655@ourstores.us
4701656,6,105,230,314-426-2436,9708 Natural Bridge Rd,SAINT LOUIS,MO,Shell,SHELLBR,433137,Bob Hagnauer,904-306-6052,NULL,9.9,C,Y,1656@ourstores.us
4701657,6,105,230,314-984-8169,13655 Manchester Rd,SAINT LOUIS,MO,Shell,SHELLBR,433155,Steve Hardin,636-697-4614,NULL,23.3,C,Y,1657@ourstores.us
4701658,6,105,230,314-862-1399,7449 Olive Blvd,SAINT LOUIS,MO,Shell,SHELLBR,433084,Bob Hagnauer,904-306-6052,NULL,10,C,Y,1658@ourstores.us
4701659,7,105,230,314-878-5227,SEE SITE #4701685,Maryland Heights,MO,Shell,#N/A,43082,John Liveris,NULL,SITE IS NOW #4701685,0,D,Y,SEE SITE #4701685
4701661,7,105,230,636-394-5335,14302 Manchester Rd,Ballwin,MO,Shell,#N/A,433072,John Liveris,NULL,NULL,0,NULL,Y,NULL
4701663,6,105,230,314-432-6622,12200 Clayton Rd,SAINT LOUIS,MO,Shell,SHELLBR,433086,John Liveris,NULL,NULL,19.2,C,Y,NULL
4701664,7,105,230,314-647-7850,2707 S Big Bend Blvd,St Louis,MO,Shell,#N/A,433073,John Liveris,NULL,NULL,0,NULL,Y,NULL
4701665,7,105,230,314-772-1977,1815 Arsenal St,SAINT LOUIS,MO,Shell,SHELLBR,433080,John Liveris,NULL,NULL,7.2,C,Y,NULL
4701666,7,105,53,314-382-9600,4903 Goodfellow Blvd,SAINT LOUIS,MO,Conoco,COP66BR,433078,John Liveris,NULL,nardoslema01@gmail.com,11.1,D,Y,Nardoselma01@gmail.com
4701667,7,105,230,314-381-1155,4675 Natural Bridge Ave,St Louis,MO,Shell,#N/A,433076,John Liveris,NULL,NULL,0,C,Y,NULL
4701668,6,105,230,314-621-2592,721 N Tucker Blvd,SAINT LOUIS,MO,Shell,SHELLBR,433146,John Liveris,NULL,NULL,4.3,C,Y,NULL
4701672,6,105,230,314-781-1154,1402 S Hanley Rd,SAINT LOUIS,MO,Shell,SHELLBR,433141,Greg Barton,812-340-5765,NULL,12.8,C,Y,1672@ourstores.us
4701675,6,105,336,314-646-8145,3282 Jamieson Ave,Saint Louis,MO,Conoco,COP66BR,none needed,Greg Barton,812-340-5765,NULL,10.5,C,Y,1675@ourstores.us
4701676,6,105,336,636-287-3845,2046 Key West Dr,Arnold,MO,CONOCO,COP66BR,none needed,Brad Hoener,812-322-9703,NULL,20.3,C,Y,1676@ourstores.us
4701677,6,105,336,573-468-5246,408 S Highway 185,Sullivan,MO,CONOCO,COP66BR,none needed,David Barillier ,314-456-1053,NULL,72.1,C,Y,1677@ourstores.us
4701679,7,105,53,314-771-0342,3815 S Grand Ave,SAINT LOUIS,MO,CONOCO,COP66BR,0,John Liveris,NULL,NULL,8.3,C,Y,saazcorp@hotmail.com
4701682,6,105,336,636-447-1184,4524 Mid Rivers Mall Dr,Cottleville,MO,Exxon,EXXONUB,none needed,Sarah Held,636-439-6067,NULL,37.2,C,Y,1682@ourstores.us
4701683,6,105,336,573-358-7907,2900-3299 State Highway K,Bonne Terre,MO,CONOCO,COP66BR,none needed,Brad Hoener,812-322-9703,NULL,63.3,C,Y,1683@ourstores.us
4701685,7,105,230,314-628-9963,1999 Mc Kelvey Rd.,Maryland Heights,MO,Shell,SHELLBR,43082,John Liveris,NULL,NULL,17.4,NULL,Y,NULL
4701686,7,105,230,636-686-7475,14302 Manchester Rd.,Ballwin,MO,Shell,SHELLBR,433072,John Liveris,NULL,NULL,27.6,D,Y,NULL
4701815,7,103,35,217-523-7589,1201 N Ninth,Springfield,IL,BP,BP,195666,John Liveris,NULL,NULL,196.1,C,Y,NULL
4701998,7,107,5,NULL,200 Standard Oil Rd,Rochelle,IL,0,NULL,0,0,NULL,NULL,1,C,Y,NULL
4701999,7,107,82,NULL,3901 Kearns Dr,Champaign,IL,0,#N/A,0,0,NULL,NULL,1,C,Y,NULL
4702201,7,104,27,765-664-7479,1707 W Kem Rd,Marion,IN,CIRCLE K,PBFHOLD,100/90076048,Garleah Leming,NULL,Date Modified: 3/1/17,28.8,C,Y,2201@ourstores.us
4702202,7,104,27,765-674-8752,300 E Main St,Gas City,IN,CIRCLE K,PBFHOLD,9632500/8167,Penny Oakley,NULL,Date Modified: 3/1/17,37,C,Y,2202@ourstores.us
